station,longitude,latitude,year,month,date,NDVI
Fangchenggang,108.35,21.69,2007,3,2007-03,0.3103
Fangchenggang,108.35,21.69,2007,4,2007-04,0.3183
Fangchenggang,108.35,21.69,2007,5,2007-05,0.372
Fangchenggang,108.35,21.69,2007,6,2007-06,0.2824
Fangchenggang,108.35,21.69,2007,7,2007-07,
Fangchenggang,108.35,21.69,2007,8,2007-08,0.5369
Fangchenggang,108.35,21.69,2007,9,2007-09,0.4024
Fangchenggang,108.35,21.69,2007,10,2007-10,0.4266
Fangchenggang,108.35,21.69,2007,11,2007-11,0.433
Fangchenggang,108.35,21.69,2007,12,2007-12,0.5008
Fangchenggang,108.35,21.69,2008,1,2008-01,0.4922
Fangchenggang,108.35,21.69,2008,2,2008-02,0.181
Fangchenggang,108.35,21.69,2008,3,2008-03,
Fangchenggang,108.35,21.69,2008,4,2008-04,0.4412
Fangchenggang,108.35,21.69,2008,5,2008-05,0.2048
Fangchenggang,108.35,21.69,2008,6,2008-06,0.0932
Fangchenggang,108.35,21.69,2008,7,2008-07,0.2529
Fangchenggang,108.35,21.69,2008,8,2008-08,
Fangchenggang,108.35,21.69,2008,9,2008-09,0.4673
Fangchenggang,108.35,21.69,2008,10,2008-10,0.5217
Fangchenggang,108.35,21.69,2008,11,2008-11,0.5486
Fangchenggang,108.35,21.69,2008,12,2008-12,0.3921
Fangchenggang,108.35,21.69,2009,1,2009-01,0.304
Fangchenggang,108.35,21.69,2009,2,2009-02,0.5186
Fangchenggang,108.35,21.69,2009,3,2009-03,0.1813
Fangchenggang,108.35,21.69,2009,4,2009-04,0.3448
Fangchenggang,108.35,21.69,2009,5,2009-05,0.5586
Fangchenggang,108.35,21.69,2009,6,2009-06,
Fangchenggang,108.35,21.69,2009,7,2009-07,0.1646
Fangchenggang,108.35,21.69,2009,8,2009-08,
Fangchenggang,108.35,21.69,2009,9,2009-09,0.5266
Fangchenggang,108.35,21.69,2009,10,2009-10,0.62
Fangchenggang,108.35,21.69,2009,11,2009-11,0.4811
Fangchenggang,108.35,21.69,2009,12,2009-12,
Fangchenggang,108.35,21.69,2010,1,2010-01,0.0077
Fangchenggang,108.35,21.69,2010,2,2010-02,0.1853
Fangchenggang,108.35,21.69,2010,3,2010-03,0.1743
Fangchenggang,108.35,21.69,2010,4,2010-04,0.1228
Fangchenggang,108.35,21.69,2010,5,2010-05,0.0485
Fangchenggang,108.35,21.69,2010,6,2010-06,0.1855
Fangchenggang,108.35,21.69,2010,7,2010-07,0.3107
Fangchenggang,108.35,21.69,2010,8,2010-08,0.495
Fangchenggang,108.35,21.69,2010,9,2010-09,0.6219
Fangchenggang,108.35,21.69,2010,10,2010-10,0.3446
Fangchenggang,108.35,21.69,2010,11,2010-11,0.3585
Fangchenggang,108.35,21.69,2010,12,2010-12,0.3412
Fangchenggang,108.35,21.69,2011,1,2011-01,0.1626
Fangchenggang,108.35,21.69,2011,2,2011-02,0.175
Fangchenggang,108.35,21.69,2011,3,2011-03,0.1467
Fangchenggang,108.35,21.69,2011,4,2011-04,0.1858
Fangchenggang,108.35,21.69,2011,5,2011-05,0.2844
Fangchenggang,108.35,21.69,2011,6,2011-06,0.2613
Fangchenggang,108.35,21.69,2011,7,2011-07,0.3707
Fangchenggang,108.35,21.69,2011,8,2011-08,0.21
Fangchenggang,108.35,21.69,2011,9,2011-09,0.4663
Fangchenggang,108.35,21.69,2011,10,2011-10,0.3223
Fangchenggang,108.35,21.69,2011,11,2011-11,0.3701
Fangchenggang,108.35,21.69,2011,12,2011-12,0.3601
Fangchenggang,108.35,21.69,2012,1,2012-01,0.0893
Fangchenggang,108.35,21.69,2012,2,2012-02,0.3425
Fangchenggang,108.35,21.69,2012,3,2012-03,0.1496
Fangchenggang,108.35,21.69,2012,4,2012-04,0.5173
Fangchenggang,108.35,21.69,2012,5,2012-05,0.3751
Fangchenggang,108.35,21.69,2012,6,2012-06,0.3413
Fangchenggang,108.35,21.69,2012,7,2012-07,0.5327
Fangchenggang,108.35,21.69,2012,8,2012-08,
Fangchenggang,108.35,21.69,2012,9,2012-09,0.3465
Fangchenggang,108.35,21.69,2012,10,2012-10,0.103
Fangchenggang,108.35,21.69,2012,11,2012-11,0.0047
Fangchenggang,108.35,21.69,2012,12,2012-12,0.1086
Fangchenggang,108.35,21.69,2013,1,2013-01,0.1639
Fangchenggang,108.35,21.69,2013,2,2013-02,0.0507
Fangchenggang,108.35,21.69,2013,3,2013-03,0.2528
Fangchenggang,108.35,21.69,2013,4,2013-04,0.2667
Fangchenggang,108.35,21.69,2013,5,2013-05,
Fangchenggang,108.35,21.69,2013,6,2013-06,0.2974
Fangchenggang,108.35,21.69,2013,7,2013-07,0.4599
Fangchenggang,108.35,21.69,2013,8,2013-08,0.4402
Fangchenggang,108.35,21.69,2013,9,2013-09,0.5042
Fangchenggang,108.35,21.69,2013,10,2013-10,
Fangchenggang,108.35,21.69,2013,11,2013-11,0.496
Fangchenggang,108.35,21.69,2013,12,2013-12,0.5174
Fangchenggang,108.35,21.69,2014,1,2014-01,0.3163
Fangchenggang,108.35,21.69,2014,2,2014-02,0.3907
Fangchenggang,108.35,21.69,2014,3,2014-03,0.0298
Fangchenggang,108.35,21.69,2014,4,2014-04,0.1046
Fangchenggang,108.35,21.69,2014,5,2014-05,0.1882
Fangchenggang,108.35,21.69,2014,6,2014-06,0.4122
Fangchenggang,108.35,21.69,2014,7,2014-07,0.4103
Fangchenggang,108.35,21.69,2014,8,2014-08,0.5477
Fangchenggang,108.35,21.69,2014,9,2014-09,0.5452
Fangchenggang,108.35,21.69,2014,10,2014-10,0.2659
Fangchenggang,108.35,21.69,2014,11,2014-11,0.337
Fangchenggang,108.35,21.69,2014,12,2014-12,0.5967
Fangchenggang,108.35,21.69,2015,1,2015-01,
Fangchenggang,108.35,21.69,2015,2,2015-02,0.2908
Fangchenggang,108.35,21.69,2015,3,2015-03,0.1535
Fangchenggang,108.35,21.69,2015,4,2015-04,0.3612
Fangchenggang,108.35,21.69,2015,5,2015-05,0.2384
Fangchenggang,108.35,21.69,2015,6,2015-06,0.3855
Fangchenggang,108.35,21.69,2015,7,2015-07,0.4352
Fangchenggang,108.35,21.69,2015,8,2015-08,0.3768
Fangchenggang,108.35,21.69,2015,9,2015-09,0.5066
Fangchenggang,108.35,21.69,2015,10,2015-10,0.4567
Fangchenggang,108.35,21.69,2015,11,2015-11,0.528
Fangchenggang,108.35,21.69,2015,12,2015-12,0.4528
Fangchenggang,108.35,21.69,2016,1,2016-01,0.4396
Fangchenggang,108.35,21.69,2016,2,2016-02,0.2574
Fangchenggang,108.35,21.69,2016,3,2016-03,0.4556
Fangchenggang,108.35,21.69,2016,4,2016-04,
Fangchenggang,108.35,21.69,2016,5,2016-05,0.4778
Fangchenggang,108.35,21.69,2016,6,2016-06,0.3352
Fangchenggang,108.35,21.69,2016,7,2016-07,0.4443
Fangchenggang,108.35,21.69,2016,8,2016-08,0.3734
Fangchenggang,108.35,21.69,2016,9,2016-09,0.4928
Fangchenggang,108.35,21.69,2016,10,2016-10,0.5516
Fangchenggang,108.35,21.69,2016,11,2016-11,
Fangchenggang,108.35,21.69,2016,12,2016-12,0.4527
Fangchenggang,108.35,21.69,2017,1,2017-01,0.464
Fangchenggang,108.35,21.69,2017,2,2017-02,
Fangchenggang,108.35,21.69,2017,3,2017-03,0.0404
Fangchenggang,108.35,21.69,2017,4,2017-04,0.305
Fangchenggang,108.35,21.69,2017,5,2017-05,0.4709
Fangchenggang,108.35,21.69,2017,6,2017-06,0.3928
Fangchenggang,108.35,21.69,2017,7,2017-07,0.5546
Fangchenggang,108.35,21.69,2017,8,2017-08,0.4899
Fangchenggang,108.35,21.69,2017,9,2017-09,0.5222
Fangchenggang,108.35,21.69,2017,10,2017-10,0.6281
Fangchenggang,108.35,21.69,2017,11,2017-11,0.52
Fangchenggang,108.35,21.69,2017,12,2017-12,0.4343
Fangchenggang,108.35,21.69,2018,1,2018-01,0.3813
Fangchenggang,108.35,21.69,2018,2,2018-02,0.0841
Fangchenggang,108.35,21.69,2018,3,2018-03,0.4144
Fangchenggang,108.35,21.69,2018,4,2018-04,0.3504
Fangchenggang,108.35,21.69,2018,5,2018-05,0.4888
Fangchenggang,108.35,21.69,2018,6,2018-06,0.2248
Fangchenggang,108.35,21.69,2018,7,2018-07,0.3783
Fangchenggang,108.35,21.69,2018,8,2018-08,0.4846
Fangchenggang,108.35,21.69,2018,9,2018-09,0.3752
Fangchenggang,108.35,21.69,2018,10,2018-10,0.4119
Fangchenggang,108.35,21.69,2018,11,2018-11,0.1213
Fangchenggang,108.35,21.69,2018,12,2018-12,0.4538
Fangchenggang,108.35,21.69,2019,1,2019-01,0.0219
Fangchenggang,108.35,21.69,2019,2,2019-02,0.1639
Fangchenggang,108.35,21.69,2019,3,2019-03,0.1151
Fangchenggang,108.35,21.69,2019,4,2019-04,0.2655
Fangchenggang,108.35,21.69,2019,5,2019-05,0.3506
Fangchenggang,108.35,21.69,2019,6,2019-06,0.1982
Fangchenggang,108.35,21.69,2019,7,2019-07,
Fangchenggang,108.35,21.69,2019,8,2019-08,0.4694
Fangchenggang,108.35,21.69,2019,9,2019-09,0.5567
Fangchenggang,108.35,21.69,2019,10,2019-10,0.6157
Fangchenggang,108.35,21.69,2019,11,2019-11,0.5471
Fangchenggang,108.35,21.69,2019,12,2019-12,0.3232
Fangchenggang,108.35,21.69,2020,1,2020-01,0.0154
Fangchenggang,108.35,21.69,2020,2,2020-02,0.5526
Fangchenggang,108.35,21.69,2020,3,2020-03,0.0638
Fangchenggang,108.35,21.69,2020,4,2020-04,0.5247
Fangchenggang,108.35,21.69,2020,5,2020-05,0.3367
Fangchenggang,108.35,21.69,2020,6,2020-06,0.3115
Fangchenggang,108.35,21.69,2020,7,2020-07,0.5374
Fangchenggang,108.35,21.69,2020,8,2020-08,0.3262
Fangchenggang,108.35,21.69,2020,9,2020-09,0.5537
Fangchenggang,108.35,21.69,2020,10,2020-10,0.5088
Fangchenggang,108.35,21.69,2020,11,2020-11,0.5772
Fangchenggang,108.35,21.69,2020,12,2020-12,0.2603
Fangchenggang,108.35,21.69,2021,1,2021-01,0.2334
Fangchenggang,108.35,21.69,2021,2,2021-02,
Fangchenggang,108.35,21.69,2021,3,2021-03,0.0391
Fangchenggang,108.35,21.69,2021,4,2021-04,0.0423
Fangchenggang,108.35,21.69,2021,5,2021-05,0.3995
Fangchenggang,108.35,21.69,2021,6,2021-06,0.1931
Fangchenggang,108.35,21.69,2021,7,2021-07,
Fangchenggang,108.35,21.69,2021,8,2021-08,0.6489
Fangchenggang,108.35,21.69,2021,9,2021-09,0.3922
Fangchenggang,108.35,21.69,2021,10,2021-10,
Fangchenggang,108.35,21.69,2021,11,2021-11,0.045
Fangchenggang,108.35,21.69,2021,12,2021-12,0.4845
Fangchenggang,108.35,21.69,2022,1,2022-01,0.5031
Fangchenggang,108.35,21.69,2022,2,2022-02,0.1122
Fangchenggang,108.35,21.69,2022,3,2022-03,
Fangchenggang,108.35,21.69,2022,4,2022-04,0.2452
Fangchenggang,108.35,21.69,2022,5,2022-05,0.2735
Fangchenggang,108.35,21.69,2022,6,2022-06,0.128
Fangchenggang,108.35,21.69,2022,7,2022-07,0.5739
Fangchenggang,108.35,21.69,2022,8,2022-08,0.5563
Fangchenggang,108.35,21.69,2022,9,2022-09,0.4288
Fangchenggang,108.35,21.69,2022,10,2022-10,
Fangchenggang,108.35,21.69,2022,11,2022-11,0.4783
Fangchenggang,108.35,21.69,2022,12,2022-12,0.5058
Fangchenggang,108.35,21.69,2023,1,2023-01,0.527
Fangchenggang,108.35,21.69,2023,2,2023-02,0.13
Fangchenggang,108.35,21.69,2023,3,2023-03,0.2545
Fangchenggang,108.35,21.69,2023,4,2023-04,0.4433
Fangchenggang,108.35,21.69,2023,5,2023-05,0.5587
Fangchenggang,108.35,21.69,2023,6,2023-06,0.3256
Fangchenggang,108.35,21.69,2023,7,2023-07,0.3221
Fangchenggang,108.35,21.69,2023,8,2023-08,0.592
Fangchenggang,108.35,21.69,2023,9,2023-09,0.5836
Fangchenggang,108.35,21.69,2023,10,2023-10,0.6672
Fangchenggang,108.35,21.69,2023,11,2023-11,0.5591
Fangchenggang,108.35,21.69,2023,12,2023-12,0.6275
Fangchenggang,108.35,21.69,2024,1,2024-01,0.1909
Fangchenggang,108.35,21.69,2024,2,2024-02,0.5365
Fangchenggang,108.35,21.69,2024,3,2024-03,0.339
Fangchenggang,108.35,21.69,2024,4,2024-04,0.3048
Fangchenggang,108.35,21.69,2024,5,2024-05,0.3818
Fangchenggang,108.35,21.69,2024,6,2024-06,0.4635
Fangchenggang,108.35,21.69,2024,7,2024-07,0.3052
Fangchenggang,108.35,21.69,2024,8,2024-08,0.4904
Fangchenggang,108.35,21.69,2024,9,2024-09,0.5076
Fangchenggang,108.35,21.69,2024,10,2024-10,0.3542
Fangchenggang,108.35,21.69,2024,11,2024-11,0.6355
Fangchenggang,108.35,21.69,2024,12,2024-12,
Guilin,110.3,25.28,2005,1,2005-01,0.0976
Guilin,110.3,25.28,2005,2,2005-02,0.0764
Guilin,110.3,25.28,2005,3,2005-03,0.1054
Guilin,110.3,25.28,2005,4,2005-04,0.235
Guilin,110.3,25.28,2005,5,2005-05,0.2236
Guilin,110.3,25.28,2005,6,2005-06,0.1381
Guilin,110.3,25.28,2005,7,2005-07,0.3709
Guilin,110.3,25.28,2005,8,2005-08,0.2947
Guilin,110.3,25.28,2005,9,2005-09,0.2805
Guilin,110.3,25.28,2005,10,2005-10,0.2987
Guilin,110.3,25.28,2005,11,2005-11,0.2613
Guilin,110.3,25.28,2005,12,2005-12,0.2646
Guilin,110.3,25.28,2006,1,2006-01,0.1944
Guilin,110.3,25.28,2006,2,2006-02,0.0679
Guilin,110.3,25.28,2006,3,2006-03,0.135
Guilin,110.3,25.28,2006,4,2006-04,0.1777
Guilin,110.3,25.28,2006,5,2006-05,0.1612
Guilin,110.3,25.28,2006,6,2006-06,0.2272
Guilin,110.3,25.28,2006,7,2006-07,0.163
Guilin,110.3,25.28,2006,8,2006-08,0.2342
Guilin,110.3,25.28,2006,9,2006-09,0.2879
Guilin,110.3,25.28,2006,10,2006-10,0.3736
Guilin,110.3,25.28,2006,11,2006-11,0.2086
Guilin,110.3,25.28,2006,12,2006-12,0.2403
Guilin,110.3,25.28,2007,1,2007-01,0.241
Guilin,110.3,25.28,2007,2,2007-02,0.1566
Guilin,110.3,25.28,2007,3,2007-03,0.186
Guilin,110.3,25.28,2007,4,2007-04,0.2418
Guilin,110.3,25.28,2007,5,2007-05,0.2384
Guilin,110.3,25.28,2007,6,2007-06,0.3076
Guilin,110.3,25.28,2007,7,2007-07,0.2085
Guilin,110.3,25.28,2007,8,2007-08,0.2534
Guilin,110.3,25.28,2007,9,2007-09,0.3027
Guilin,110.3,25.28,2007,10,2007-10,0.3604
Guilin,110.3,25.28,2007,11,2007-11,0.284
Guilin,110.3,25.28,2007,12,2007-12,0.2126
Guilin,110.3,25.28,2008,1,2008-01,0.1038
Guilin,110.3,25.28,2008,2,2008-02,0.138
Guilin,110.3,25.28,2008,3,2008-03,0.1267
Guilin,110.3,25.28,2008,4,2008-04,0.2203
Guilin,110.3,25.28,2008,5,2008-05,0.1654
Guilin,110.3,25.28,2008,6,2008-06,0.3274
Guilin,110.3,25.28,2008,7,2008-07,0.3
Guilin,110.3,25.28,2008,8,2008-08,0.2752
Guilin,110.3,25.28,2008,9,2008-09,0.3388
Guilin,110.3,25.28,2008,10,2008-10,0.28
Guilin,110.3,25.28,2008,11,2008-11,0.266
Guilin,110.3,25.28,2008,12,2008-12,0.1737
Guilin,110.3,25.28,2009,1,2009-01,0.1488
Guilin,110.3,25.28,2009,2,2009-02,0.1123
Guilin,110.3,25.28,2009,3,2009-03,0.1434
Guilin,110.3,25.28,2009,4,2009-04,0.243
Guilin,110.3,25.28,2009,5,2009-05,0.3405
Guilin,110.3,25.28,2009,6,2009-06,0.3496
Guilin,110.3,25.28,2009,7,2009-07,0.3021
Guilin,110.3,25.28,2009,8,2009-08,0.314
Guilin,110.3,25.28,2009,9,2009-09,0.307
Guilin,110.3,25.28,2009,10,2009-10,0.2657
Guilin,110.3,25.28,2009,11,2009-11,0.2692
Guilin,110.3,25.28,2009,12,2009-12,0.2599
Guilin,110.3,25.28,2010,1,2010-01,0.2994
Guilin,110.3,25.28,2010,2,2010-02,0.1365
Guilin,110.3,25.28,2010,3,2010-03,0.2832
Guilin,110.3,25.28,2010,4,2010-04,0.0945
Guilin,110.3,25.28,2010,5,2010-05,0.2415
Guilin,110.3,25.28,2010,6,2010-06,0.162
Guilin,110.3,25.28,2010,7,2010-07,0.1992
Guilin,110.3,25.28,2010,8,2010-08,0.3631
Guilin,110.3,25.28,2010,9,2010-09,0.2654
Guilin,110.3,25.28,2010,10,2010-10,0.3367
Guilin,110.3,25.28,2010,11,2010-11,0.2564
Guilin,110.3,25.28,2010,12,2010-12,0.1622
Guilin,110.3,25.28,2011,1,2011-01,0.069
Guilin,110.3,25.28,2011,2,2011-02,0.0954
Guilin,110.3,25.28,2011,3,2011-03,0.0837
Guilin,110.3,25.28,2011,4,2011-04,0.212
Guilin,110.3,25.28,2011,5,2011-05,0.2188
Guilin,110.3,25.28,2011,6,2011-06,0.1954
Guilin,110.3,25.28,2011,7,2011-07,0.116
Guilin,110.3,25.28,2011,8,2011-08,0.3088
Guilin,110.3,25.28,2011,9,2011-09,0.3805
Guilin,110.3,25.28,2011,10,2011-10,0.3209
Guilin,110.3,25.28,2011,11,2011-11,0.2521
Guilin,110.3,25.28,2011,12,2011-12,0.2112
Guilin,110.3,25.28,2012,1,2012-01,0.0356
Guilin,110.3,25.28,2012,2,2012-02,0.0313
Guilin,110.3,25.28,2012,3,2012-03,0.1028
Guilin,110.3,25.28,2012,4,2012-04,0.1471
Guilin,110.3,25.28,2012,5,2012-05,0.2372
Guilin,110.3,25.28,2012,6,2012-06,0.2594
Guilin,110.3,25.28,2012,7,2012-07,0.2451
Guilin,110.3,25.28,2012,8,2012-08,0.4075
Guilin,110.3,25.28,2012,9,2012-09,0.3835
Guilin,110.3,25.28,2012,10,2012-10,0.3992
Guilin,110.3,25.28,2012,11,2012-11,0.2709
Guilin,110.3,25.28,2012,12,2012-12,0.1076
Guilin,110.3,25.28,2013,1,2013-01,0.11
Guilin,110.3,25.28,2013,2,2013-02,0.1344
Guilin,110.3,25.28,2013,3,2013-03,0.2044
Guilin,110.3,25.28,2013,4,2013-04,0.1103
Guilin,110.3,25.28,2013,5,2013-05,0.2456
Guilin,110.3,25.28,2013,6,2013-06,0.2288
Guilin,110.3,25.28,2013,7,2013-07,0.1646
Guilin,110.3,25.28,2013,8,2013-08,0.2211
Guilin,110.3,25.28,2013,9,2013-09,0.3718
Guilin,110.3,25.28,2013,10,2013-10,0.3843
Guilin,110.3,25.28,2013,11,2013-11,0.3354
Guilin,110.3,25.28,2013,12,2013-12,0.3391
Guilin,110.3,25.28,2014,1,2014-01,0.313
Guilin,110.3,25.28,2014,2,2014-02,0.2643
Guilin,110.3,25.28,2014,3,2014-03,0.2146
Guilin,110.3,25.28,2014,4,2014-04,0.2021
Guilin,110.3,25.28,2014,5,2014-05,0.1171
Guilin,110.3,25.28,2014,6,2014-06,0.1776
Guilin,110.3,25.28,2014,7,2014-07,0.3004
Guilin,110.3,25.28,2014,8,2014-08,0.1245
Guilin,110.3,25.28,2014,9,2014-09,0.3582
Guilin,110.3,25.28,2014,10,2014-10,0.4024
Guilin,110.3,25.28,2014,11,2014-11,0.2768
Guilin,110.3,25.28,2014,12,2014-12,0.2388
Guilin,110.3,25.28,2015,1,2015-01,0.2018
Guilin,110.3,25.28,2015,2,2015-02,0.1374
Guilin,110.3,25.28,2015,3,2015-03,0.2178
Guilin,110.3,25.28,2015,4,2015-04,0.2922
Guilin,110.3,25.28,2015,5,2015-05,0.1528
Guilin,110.3,25.28,2015,6,2015-06,0.2313
Guilin,110.3,25.28,2015,7,2015-07,0.3845
Guilin,110.3,25.28,2015,8,2015-08,0.2186
Guilin,110.3,25.28,2015,9,2015-09,0.416
Guilin,110.3,25.28,2015,10,2015-10,0.3245
Guilin,110.3,25.28,2015,11,2015-11,0.1628
Guilin,110.3,25.28,2015,12,2015-12,0.1202
Guilin,110.3,25.28,2016,1,2016-01,0.1546
Guilin,110.3,25.28,2016,2,2016-02,0.2072
Guilin,110.3,25.28,2016,3,2016-03,0.082
Guilin,110.3,25.28,2016,4,2016-04,0.3301
Guilin,110.3,25.28,2016,5,2016-05,0.202
Guilin,110.3,25.28,2016,6,2016-06,0.2048
Guilin,110.3,25.28,2016,7,2016-07,0.2892
Guilin,110.3,25.28,2016,8,2016-08,0.3071
Guilin,110.3,25.28,2016,9,2016-09,0.4092
Guilin,110.3,25.28,2016,10,2016-10,0.328
Guilin,110.3,25.28,2016,11,2016-11,0.3418
Guilin,110.3,25.28,2016,12,2016-12,0.3391
Guilin,110.3,25.28,2017,1,2017-01,0.1488
Guilin,110.3,25.28,2017,2,2017-02,0.2085
Guilin,110.3,25.28,2017,3,2017-03,0.1219
Guilin,110.3,25.28,2017,4,2017-04,0.3136
Guilin,110.3,25.28,2017,5,2017-05,0.347
Guilin,110.3,25.28,2017,6,2017-06,0.1837
Guilin,110.3,25.28,2017,7,2017-07,0.2286
Guilin,110.3,25.28,2017,8,2017-08,0.2766
Guilin,110.3,25.28,2017,9,2017-09,0.3591
Guilin,110.3,25.28,2017,10,2017-10,0.2954
Guilin,110.3,25.28,2017,11,2017-11,0.3462
Guilin,110.3,25.28,2017,12,2017-12,0.4213
Guilin,110.3,25.28,2018,1,2018-01,0.1697
Guilin,110.3,25.28,2018,2,2018-02,0.2742
Guilin,110.3,25.28,2018,3,2018-03,0.2766
Guilin,110.3,25.28,2018,4,2018-04,0.1949
Guilin,110.3,25.28,2018,5,2018-05,0.272
Guilin,110.3,25.28,2018,6,2018-06,0.3236
Guilin,110.3,25.28,2018,7,2018-07,0.3986
Guilin,110.3,25.28,2018,8,2018-08,0.3652
Guilin,110.3,25.28,2018,9,2018-09,0.473
Guilin,110.3,25.28,2018,10,2018-10,0.3157
Guilin,110.3,25.28,2018,11,2018-11,0.3361
Guilin,110.3,25.28,2018,12,2018-12,0.1535
Guilin,110.3,25.28,2019,1,2019-01,0.1689
Guilin,110.3,25.28,2019,2,2019-02,0.0838
Guilin,110.3,25.28,2019,3,2019-03,0.2801
Guilin,110.3,25.28,2019,4,2019-04,0.2195
Guilin,110.3,25.28,2019,5,2019-05,0.3446
Guilin,110.3,25.28,2019,6,2019-06,0.2949
Guilin,110.3,25.28,2019,7,2019-07,0.3977
Guilin,110.3,25.28,2019,8,2019-08,0.3503
Guilin,110.3,25.28,2019,9,2019-09,0.3851
Guilin,110.3,25.28,2019,10,2019-10,0.3512
Guilin,110.3,25.28,2019,11,2019-11,0.3679
Guilin,110.3,25.28,2019,12,2019-12,0.3108
Guilin,110.3,25.28,2020,1,2020-01,0.3012
Guilin,110.3,25.28,2020,2,2020-02,0.3308
Guilin,110.3,25.28,2020,3,2020-03,0.1052
Guilin,110.3,25.28,2020,4,2020-04,0.364
Guilin,110.3,25.28,2020,5,2020-05,0.3185
Guilin,110.3,25.28,2020,6,2020-06,0.1494
Guilin,110.3,25.28,2020,7,2020-07,0.2704
Guilin,110.3,25.28,2020,8,2020-08,0.3403
Guilin,110.3,25.28,2020,9,2020-09,0.2773
Guilin,110.3,25.28,2020,10,2020-10,0.3345
Guilin,110.3,25.28,2020,11,2020-11,0.1959
Guilin,110.3,25.28,2020,12,2020-12,0.1922
Guilin,110.3,25.28,2021,1,2021-01,0.2774
Guilin,110.3,25.28,2021,2,2021-02,0.2338
Guilin,110.3,25.28,2021,3,2021-03,0.1549
Guilin,110.3,25.28,2021,4,2021-04,0.225
Guilin,110.3,25.28,2021,5,2021-05,0.2388
Guilin,110.3,25.28,2021,6,2021-06,0.2218
Guilin,110.3,25.28,2021,7,2021-07,0.4214
Guilin,110.3,25.28,2021,8,2021-08,0.2988
Guilin,110.3,25.28,2021,9,2021-09,0.4865
Guilin,110.3,25.28,2021,10,2021-10,0.4096
Guilin,110.3,25.28,2021,11,2021-11,0.3566
Guilin,110.3,25.28,2021,12,2021-12,0.4446
Guilin,110.3,25.28,2022,1,2022-01,0.0464
Guilin,110.3,25.28,2022,2,2022-02,0.1681
Guilin,110.3,25.28,2022,3,2022-03,0.2992
Guilin,110.3,25.28,2022,4,2022-04,0.4357
Guilin,110.3,25.28,2022,5,2022-05,0.2956
Guilin,110.3,25.28,2022,6,2022-06,0.2639
Guilin,110.3,25.28,2022,7,2022-07,0.3256
Guilin,110.3,25.28,2022,8,2022-08,0.3825
Guilin,110.3,25.28,2022,9,2022-09,0.4428
Guilin,110.3,25.28,2022,10,2022-10,0.4478
Guilin,110.3,25.28,2022,11,2022-11,0.222
Guilin,110.3,25.28,2022,12,2022-12,0.3057
Guilin,110.3,25.28,2023,1,2023-01,0.2742
Guilin,110.3,25.28,2023,2,2023-02,0.208
Guilin,110.3,25.28,2023,3,2023-03,0.1699
Guilin,110.3,25.28,2023,4,2023-04,0.3004
Guilin,110.3,25.28,2023,5,2023-05,0.5108
Guilin,110.3,25.28,2023,6,2023-06,0.1966
Guilin,110.3,25.28,2023,7,2023-07,0.362
Guilin,110.3,25.28,2023,8,2023-08,0.3076
Guilin,110.3,25.28,2023,9,2023-09,0.3565
Guilin,110.3,25.28,2023,10,2023-10,0.3359
Guilin,110.3,25.28,2023,11,2023-11,0.3656
Guilin,110.3,25.28,2023,12,2023-12,0.3789
Guilin,110.3,25.28,2024,1,2024-01,0.1588
Guilin,110.3,25.28,2024,2,2024-02,0.1748
Guilin,110.3,25.28,2024,3,2024-03,0.2345
Guilin,110.3,25.28,2024,4,2024-04,0.3123
Guilin,110.3,25.28,2024,5,2024-05,0.366
Guilin,110.3,25.28,2024,6,2024-06,0.0739
Guilin,110.3,25.28,2024,7,2024-07,0.323
Guilin,110.3,25.28,2024,8,2024-08,0.2984
Guilin,110.3,25.28,2024,9,2024-09,0.4141
Guilin,110.3,25.28,2024,10,2024-10,0.3862
Guilin,110.3,25.28,2024,11,2024-11,0.3372
Guilin,110.3,25.28,2024,12,2024-12,0.3495
Hechi,108.06,24.7,2005,1,2005-01,0.0038
Hechi,108.06,24.7,2005,2,2005-02,0.0552
Hechi,108.06,24.7,2005,3,2005-03,0.017
Hechi,108.06,24.7,2005,4,2005-04,0.1562
Hechi,108.06,24.7,2005,5,2005-05,0.4337
Hechi,108.06,24.7,2005,6,2005-06,0.2318
Hechi,108.06,24.7,2005,7,2005-07,0.2371
Hechi,108.06,24.7,2005,8,2005-08,0.3083
Hechi,108.06,24.7,2005,9,2005-09,0.1991
Hechi,108.06,24.7,2005,10,2005-10,0.1405
Hechi,108.06,24.7,2005,11,2005-11,0.1441
Hechi,108.06,24.7,2005,12,2005-12,0.1101
Hechi,108.06,24.7,2006,1,2006-01,0.0636
Hechi,108.06,24.7,2006,2,2006-02,0.0906
Hechi,108.06,24.7,2006,3,2006-03,0.0998
Hechi,108.06,24.7,2006,4,2006-04,0.1245
Hechi,108.06,24.7,2006,5,2006-05,0.138
Hechi,108.06,24.7,2006,6,2006-06,0.1774
Hechi,108.06,24.7,2006,7,2006-07,0.2234
Hechi,108.06,24.7,2006,8,2006-08,0.3324
Hechi,108.06,24.7,2006,9,2006-09,0.2623
Hechi,108.06,24.7,2006,10,2006-10,0.0953
Hechi,108.06,24.7,2006,11,2006-11,0.1464
Hechi,108.06,24.7,2006,12,2006-12,0.1084
Hechi,108.06,24.7,2007,1,2007-01,0.0758
Hechi,108.06,24.7,2007,2,2007-02,0.0568
Hechi,108.06,24.7,2007,3,2007-03,0.1543
